,,,Base Metal (wt %),,,,,,,,,,,,,,,,,,,,,,,,,,,,Reduction Conditions,,,Support type,,,,,,,,,,,,,,,,,,,,,,,,Operating Conditions,,,,,,,,Output
Code of papers,Reference,Data,Co,Ba-promoter,Ca-promoter,Cu-promoter,Ce,Mn,La,Ni,Pt,Mg,Ir,Au,K,Li,Ru,Rh,Pd,Sr-promoter,Y-promoter,Zr,Incipient to wetness impregnation,Wet impregnation,Co-impregnation,Co-precipitation,Sol-gel,Sequential impregnation, calcTemperature (oC),calc Time (h),red Temperature  (oC),red Time (h),red H2 %,γ-Al2O3(Gamma),α-Al2O3(Alpha),Mesoporous Al2O3 (MAl),La2O3,SBA-15,BaO,BaTiO3,CaO,MgO,Nanocrystalline MgO,MgAl2O4(nanocry),CeO2,SiO2,Si3N4,TiO2,PrO2,V2O5,ZrO2,Mesoporous nanocrystalline ZrO2,MnO,MCM-41,Y2O3,ZSM-5,H-ZSM-5,react Temperature (C),reac CH4 %vol,reac CO2 %vol,reac Ar %vol,reac N2 %vol,reac He %vol,GHSV (mgmin/mL),Time on stream (min),% CH4 Conversion
DR-8-2012,"DR-8-2012 Ordered mesoporous alumina supported nickel based
catalysts for carbon dioxide reforming of methane
DR-6-2008,,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550,50,50,0,0,0,4,30,21.1293
DR-6-2008,,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,600,50,50,0,0,0,4,30,30.5764
DR-6-2008,,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,650,50,50,0,0,0,4,30,44.0388
DR-6-2008,,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,50,50,0,0,0,4,30,59.3268
DR-6-2008,,6,0,0,0,0,2.442184776,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,50,50,0,0,0,4,30,12.0479
DR-6-2008,,7,0,0,0,0,2.442184776,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550,50,50,0,0,0,4,30,21.3119
DR-6-2008,,8,0,0,0,0,2.442184776,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,600,50,50,0,0,0,4,30,32.0367
DR-6-2008,,9,0,0,0,0,2.442184776,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,650,50,50,0,0,0,4,30,45.1341
DR-6-2008,,10,0,0,0,0,2.442184776,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,50,50,0,0,0,4,30,59.8744
DR-6-2008,,11,0,0,0,0,0,0,2.558038181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,50,50,0,0,0,4,30,14.6035
DR-6-2008,,12,0,0,0,0,0,0,2.558038181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550,50,50,0,0,0,4,30,24.2326
DR-6-2008,,13,0,0,0,0,0,0,2.558038181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,600,50,50,0,0,0,4,30,37.5135
DR-6-2008,,14,0,0,0,0,0,0,2.558038181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,650,50,50,0,0,0,4,30,52.0708
DR-6-2008,,15,0,0,0,0,0,0,2.558038181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,50,50,0,0,0,4,30,69.7318
DR-6-2008,,16,0,0,0,0,0,0,0,5,0,0,0,0,2.49044586,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500,50,50,0,0,0,4,30,14.2384
DR-6-2008,,17,0,0,0,0,0,0,0,5,0,0,0,0,2.49044586,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550,50,50,0,0,0,4,30,24.4151
DR-6-2008,,18,0,0,0,0,0,0,0,5,0,0,0,0,2.49044586,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,600,50,50,0,0,0,4,30,38.7908
DR-6-2008,,19,0,0,0,0,0,0,0,5,0,0,0,0,2.49044586,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,650,50,50,0,0,0,4,30,53.7137
DR-6-2008,,20,0,0,0,0,0,0,0,5,0,0,0,0,2.49044586,0,0,0,0,0,0,0,0,0,0,0,0,1,700,2,650,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,50,50,0,0,0,4,30,69.3667
DR-4-2010 ,"DR-4-2010 Nanocrystalline MgO supported nickel-based bimetallic
catalysts for carbon dioxide reforming of methane
Fereshteh Meshkani a, Mehran Rezaei a,b,*",1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,50,50,0,0,0,4,30,28.1379
DR-4-2010 ,,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,50,50,0,0,0,4,30,40.3448
DR-4-2010,,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,50,50,0,0,0,4,30,51.931
DR-4-2010,,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,50,50,0,0,0,4,30,67.4483
DR-4-2010,,5,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,50,50,0,0,0,4,30,37.8621
DR-4-2010,,6,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,50,50,0,0,0,4,30,54.2069
DR-4-2010,,7,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,50,50,0,0,0,4,30,67.8621
DR-4-2010,,8,0,0,0,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,50,50,0,0,0,4,30,79.8621
DR-4-2010,,9,0,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,50,50,0,0,0,4,30,34.1379
DR-4-2010,,10,0,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,50,50,0,0,0,4,30,47.5862
DR-4-2010,,11,0,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,50,50,0,0,0,4,30,61.0345
DR-4-2010,,12,0,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,50,50,0,0,0,4,30,73.4483
DR-4-2010,,13,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,50,50,0,0,0,4,30,14.8966
DR-4-2010,,14,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,50,50,0,0,0,4,30,17.3793
DR-4-2010,,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,50,50,0,0,0,4,30,19.8621
DR-4-2010,,16,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,4,650,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,50,50,0,0,0,4,30,23.7931
DR-7-2011,"DR-7-2011 Ru incorporated NieMCM-41 mesoporous catalysts for dry
reforming of methane: Effects of Mg addition, feed
composition and temperature
S. Yasyerli*, S. Filizgok, H. Arbag, N. Yasyerli, G. Dogu",1,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,240,35
DR-7-2011,,2,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,240,35
DR-7-2011,,3,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,240,33
DR-7-2011,,4,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,0.0001,33.9623
DR-7-2011,,5,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,15,34.7091
DR-7-2011,,6,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,30,34.3239
DR-7-2011,,7,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,45,34.5676
DR-7-2011,,8,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,60,34.937
DR-7-2011,,9,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,75,35.4322
DR-7-2011,,10,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,90,35.8018
DR-7-2011,,11,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,105,36.0455
DR-7-2011,,12,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,120,36.0377
DR-7-2011,,13,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,135,36.2814
DR-7-2011,,14,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,150,36.2734
DR-7-2011,,15,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,165,36.1399
DR-7-2011,,16,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,180,35.6288
DR-7-2011,,17,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,195,35.3695
DR-7-2011,,18,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,210,34.7328
DR-7-2011,,19,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,225,34.4733
DR-7-2011,,20,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,240,33.7107
DR-7-2011,,21,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,0.0001,28.5535
DR-7-2011,,22,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,15,30.1807
DR-7-2011,,23,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,30,29.5441
DR-7-2011,,24,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,45,29.9135
DR-7-2011,,25,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,60,30.4087
DR-7-2011,,26,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,75,31.533
DR-7-2011,,27,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,90,33.4119
DR-7-2011,,28,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,105,34.4104
DR-7-2011,,29,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,120,34.7799
DR-7-2011,,30,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,135,35.4009
DR-7-2011,,31,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,150,35.6447
DR-7-2011,,32,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,165,35.6368
DR-7-2011,,33,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,180,35.3773
DR-7-2011,,34,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,195,35.1179
DR-7-2011,,35,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,210,35.2358
DR-7-2011,,36,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,225,35.1023
DR-7-2011,,37,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,240,34.717
DR-7-2011,,38,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,0.0001,28.9308
DR-7-2011,,39,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,15,30.5583
DR-7-2011,,40,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,30,30.5504
DR-7-2011,,41,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,45,30.7942
DR-7-2011,,42,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,60,31.2892
DR-7-2011,,43,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,75,32.4134
DR-7-2011,,44,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,90,32.9088
DR-7-2011,,45,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,105,33.4042
DR-7-2011,,46,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,120,33.8992
DR-7-2011,,47,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,135,34.143
DR-7-2011,,48,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,150,34.2611
DR-7-2011,,49,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,165,34.2533
DR-7-2011,,50,0,0,0,0,0,0,0,5.275,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,25,0,550,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,600,33.33333333,33.33333333,33.33333333,0,0,1.666666667,180,34.1192
